simulation_id,duration,sampling_rate,num_channels,baseline_amplitude,noise_level,has_seizure,seizure_count,time_to_first_seizure,seizure_duration,seizure_amplitude,seizure_frequency
48,36.00340105889054,512,7,11.844692745002279,1.7671930886435157,0,,,,,
49,37.33551396716398,512,19,24.814553826575704,1.503573986380476,1,4.0,290.96657461386843,34.981509025278,206.72764967659884,11.997546618441033
50,19.242722776276352,128,24,32.68841112814109,0.126116552621556,0,,,,,
51,58.47923138822793,256,23,8.755883824522249,0.5719148947026204,0,,,,,
52,48.75664116805573,512,17,44.708736578330246,0.5073723176870126,1,3.0,613.0782679196569,64.60216787920177,332.83353354045454,12.934730667020776
53,56.97494707820945,256,30,41.16215909486908,0.6145320232702479,0,,,,,
54,54.74136752138244,1024,18,27.73430481094872,0.5703635635317842,0,,,,,
55,39.89499894055426,512,31,48.52069768666267,0.2187999619114069,0,,,,,
56,56.093711751155844,512,6,23.799244067379487,0.9719869815339586,1,2.0,827.882473491583,88.05485134746931,104.63219983428598,16.546646694695248
57,14.424625102595975,256,11,49.284964356642405,1.4921936020937137,1,4.0,644.516737183692,25.028019625470577,279.0490304213669,8.79643157886224
58,19.79914312095726,512,19,35.05639994616322,1.2527902769631292,0,,,,,
59,12.261364445526903,256,13,33.560207296427365,1.3784561703363516,0,,,,,
60,26.266516538163216,512,7,12.467970288310324,0.2541834392188544,1,4.0,336.64661636970953,67.89133498555479,34.467365128061296,16.692926811689976
61,29.4338644844741,128,21,44.68674912370898,1.9078323493358955,0,,,,,
62,23.567451588694794,256,5,24.237035956427682,1.693134484301747,0,,,,,
63,51.436875457596464,512,20,12.30050326021157,1.629671605141759,0,,,,,
64,27.837666334679465,1024,16,5.567338398909157,1.6636692295793583,0,,,,,
65,24.046725484369038,512,7,30.189005763727216,1.8721499654522464,0,,,,,
66,37.13480415791242,1024,29,28.732982995520434,1.1340825356160256,0,,,,,
67,17.046211248738132,1024,28,37.370913006612135,0.4805358339484892,0,,,,,
68,50.109849037701984,128,14,45.0616123858011,1.2718888549198282,0,,,,,
69,13.727532183988542,256,10,8.573296308936328,1.511474837969084,1,1.0,233.2344051098335,87.1628636468649,78.74719741995631,8.756390894914754
70,59.34434683002586,512,15,37.917342065316305,1.5020430473726483,0,,,,,
71,48.61223846483287,128,13,13.4335374843912,1.090753145917072,0,,,,,
72,19.93578407670862,512,10,43.61796739207238,0.2300715667337983,0,,,,,
73,10.27610585618012,1024,16,41.85785812377453,0.8051145830172428,0,,,,,
74,50.77307142274171,256,10,29.335718974349497,1.8494565560803788,0,,,,,
75,45.34286719238086,512,27,36.960925938049016,1.2104529285391095,0,,,,,
76,46.45035840204937,512,20,19.14575509326868,1.1228306921858555,1,4.0,861.3570747513364,56.13218066009904,181.56682696298122,3.942360812000975
77,48.56351733429729,1024,13,26.202555451976657,0.6108216773261677,1,2.0,1567.3921713343775,8.114330372055871,257.79196264684776,12.42119006708145
78,13.702232586704518,512,13,41.973660396971226,0.8000529478414999,0,,,,,
79,27.92328642721363,512,27,25.666933872794626,1.8011575693910216,0,,,,,
80,15.793452976256486,1024,7,21.10092193964488,1.3662797903009878,0,,,,,
81,53.155171293779674,128,23,27.239560126263495,1.5960353508294323,1,1.0,354.58483270884494,56.66583822354822,243.75109670874448,12.994339523211847
82,41.16490634137789,1024,7,42.271216359674824,0.9632563038285447,1,1.0,1887.6784229517555,39.09116209057761,143.3707392947756,18.887184175571623
83,26.54490124263246,128,25,20.08436213168927,1.2974697169667,0,,,,,
84,13.177917514301182,256,10,12.81927169110847,0.5719288566120942,0,,,,,
85,25.549116085783112,128,25,37.040630914885135,1.4403755775386238,1,2.0,1069.565546764589,111.90970488565276,87.77043690046807,15.343042543062065
86,26.259166101337353,128,4,42.16901957186368,0.9124425340363409,0,,,,,
87,46.480308916903205,256,15,9.528686533559,0.9408364781480165,0,,,,,
88,41.87787356776066,128,27,15.794335074017512,1.3337124166960752,0,,,,,
89,54.36063712881633,1024,16,11.388739539244725,1.8789331807909606,0,,,,,
90,33.610746258097464,128,13,20.6573635211975,0.22161205855637975,1,3.0,956.5988579874287,19.330539353007648,137.09824939327518,18.602135092405472
91,15.979712296915086,256,18,25.26579405074357,1.6670121509593143,1,4.0,536.5624254909987,80.0347348833317,234.99311337270288,18.441902574131163
92,45.66223936114975,1024,30,38.69718516334879,0.6555279097831669,0,,,,,
93,48.03925243084487,256,16,34.30164131967533,0.9434469635621178,0,,,,,
94,38.06385987847481,256,26,32.9417855365294,0.14163532467251702,0,,,,,
95,48.54835899772805,512,25,20.85687259743445,0.6719875478851948,0,,,,,
96,34.689779818219534,512,25,42.8651398888142,1.054999360997248,0,,,,,
97,36.1366414690997,256,24,26.207922532917404,0.20673454696013413,0,,,,,
98,31.37705091792748,256,25,49.059722210681954,1.0330818858280137,0,,,,,
99,11.27095633720476,256,31,33.53639622330816,1.8615101948310118,0,,,,,
100,15.394571349665222,512,12,10.681913370402624,0.30024711440482993,0,,,,,
101,11.571459284336713,512,29,35.42799029339453,1.5524373833434582,0,,,,,
102,41.82052056318902,128,12,19.629680694426455,0.878375001414386,0,,,,,
103,25.717799053816332,128,18,35.88472385087439,1.3448300575962422,0,,,,,
104,35.428534558235135,256,13,8.133851667308258,0.5944495361719357,1,1.0,87.33266362449211,11.062773128467633,27.80810068450043,13.277759874390117
105,55.37832369630465,1024,27,12.869664672918173,0.40303529882858075,0,,,,,
106,22.46461145744375,1024,29,43.50817665076038,0.4048789671153302,0,,,,,
107,30.519146151781488,512,28,15.22308006605817,0.23393469672197484,1,3.0,536.1899600187114,56.309600348460094,31.303878957890127,11.971955110719609
108,47.77755692715243,512,13,42.6668506359323,0.45272873931236174,1,2.0,1836.966080485031,68.70764103030928,360.27753714299917,12.4764964417812
109,21.43990827458112,512,11,17.56742398044847,1.3620168314790397,0,,,,,
110,13.84899549143965,256,27,33.92968595264185,1.7752121625026653,1,4.0,106.85796659873311,39.264817101439526,88.70459950822062,19.631623730513212
111,24.487572645688402,1024,19,36.236775807942394,1.6468388026232075,0,,,,,
112,18.061064362700222,128,20,28.06946389152738,1.4017551887615198,0,,,,,
113,56.484882617128655,256,29,18.73898045135291,0.3098205404810951,0,,,,,
114,50.40601897822085,128,30,14.568996936699325,0.6494561479623047,0,,,,,
115,41.670187825521175,128,8,6.4935209553091795,0.688633063112691,0,,,,,
116,53.57302950938588,256,7,18.677588055832572,0.5749181981554803,0,,,,,
117,50.18360384495573,128,21,34.39232557390773,1.078510753448474,0,,,,,
118,19.328502944301793,1024,27,47.22371683018172,1.1175522482713778,0,,,,,
119,54.627949924498886,128,22,44.20420170183734,0.7780833528251093,0,,,,,
120,36.96711209578254,1024,7,39.472914944088615,0.7721994015992284,0,,,,,
121,50.372007758203125,1024,31,40.48013044639844,1.6742556360215546,0,,,,,
122,54.80456499617466,1024,10,34.92432065641979,1.5996564118074026,1,4.0,785.72134001075,57.33369808484421,185.4358582402071,16.1438507596983
123,25.900173748593193,512,13,16.712908590470136,0.6848120801934167,1,1.0,752.5280886211823,23.808686370971547,124.19527325825099,4.80652038147073
124,15.502596226383838,128,28,45.82377638176234,1.8361980433591927,1,4.0,235.41846484692445,39.97424268882416,178.45522959300675,16.233282915283798
125,21.396758127097083,256,21,35.182954035762535,1.9103485323047613,0,,,,,
126,31.355389431312815,256,22,30.219828394119798,0.7208108298570776,1,4.0,1409.6529903306896,76.42722736467334,80.73833085936342,5.89914683126984
127,50.90073829612466,128,7,9.994526114606648,0.7734074027068042,0,,,,,
128,53.036529162817175,512,13,25.117499471289143,1.0607048915017216,0,,,,,
129,10.347606526559535,512,4,25.716122204086684,1.8881295438139796,0,,,,,
130,35.537365128878285,1024,26,43.90536242852015,1.7650069229703917,0,,,,,
131,30.87055015743895,128,21,29.59916990845048,0.2948791289088206,0,,,,,
132,21.105390523536514,128,8,22.118024703668436,0.8461884122156907,0,,,,,
133,15.99326836668414,256,18,48.95601478297967,1.1514052605245664,1,4.0,152.74716315445585,39.70700642403283,399.4893947138931,10.604959333095636
134,26.8807585701814,128,20,9.982426699684206,1.055951697847926,0,,,,,
135,57.14548519562596,512,6,24.01467927403751,0.4683398290800961,0,,,,,
136,26.160146601037763,128,15,6.891110382713238,1.7317518652194939,1,4.0,1013.4340970075108,108.47045401702024,48.52306932856478,6.5778144270010825
137,35.939531087168305,256,5,38.29568543451187,1.386187487693991,0,,,,,
138,45.15094794475889,1024,4,46.31344484896178,1.6920259122184267,0,,,,,
139,28.1814801189647,256,26,17.601679829772024,1.7316521307639972,0,,,,,
140,58.589104136048036,256,24,43.62537545596044,1.5218761219649055,0,,,,,
141,58.122364747105564,1024,20,18.1498203707854,0.9345001423744629,0,,,,,
142,22.58911479126821,256,25,45.98465727397618,1.2600388345293065,0,,,,,
143,34.86242529461927,256,19,38.92828566185528,0.404694271627512,0,,,,,
144,25.043915490838483,128,8,41.220804957864736,1.3799262932023246,0,,,,,
145,24.24202471887338,128,18,5.810295002020452,0.4405811859046334,0,,,,,
146,11.84434736772664,1024,6,48.326466068331165,1.4185042219692978,0,,,,,
147,40.47821669899484,128,31,37.700194643164544,0.5362365054325404,0,,,,,
148,35.13395116144307,128,10,18.713799292376,0.32334747028541794,1,2.0,886.1428161156304,77.26680012871383,185.4148988176286,14.722912114064906
149,12.573937562499468,256,14,42.32275991864811,0.4140405312716191,0,,,,,
150,23.93232321183057,512,13,17.66845392867185,0.10378505691623352,0,,,,,
151,55.41329429833269,128,12,44.27392278047576,1.4656052739217074,0,,,,,
152,21.97809453334862,512,17,10.066117568537166,1.4915619932109203,0,,,,,
153,17.244743604561155,128,16,36.665868985735806,1.078373364835193,0,,,,,
154,34.472638013878154,128,28,29.331431449020965,0.406589322005229,0,,,,,
155,59.282522705530035,1024,28,9.344051158794837,0.2587532412703105,1,3.0,2150.092213652619,55.44463712013822,44.42595733939557,17.914265515281606
156,22.102763575575022,1024,5,15.885222271647754,0.13634503623084532,1,2.0,371.00511746811776,9.457047588730983,39.61931841727304,7.936152051233576
157,43.606777370293926,1024,6,5.558181632479165,0.4149215362339193,0,,,,,
158,48.08098076643588,512,10,26.094558445902763,1.7926255164679787,1,2.0,1216.514528179504,62.44805854853719,205.4894362262666,4.39418260053919
159,21.881877199619982,256,24,18.55693673420002,0.5589199992331954,0,,,,,
160,46.41081743059298,128,21,31.926086793399147,0.7731155217127097,0,,,,,
161,28.38915663596266,128,6,18.375701346887773,0.30015642051453306,0,,,,,
162,41.61529152967898,128,13,18.49636001781431,0.5224864790215236,0,,,,,
163,41.67648553804474,512,25,38.44369394292215,1.0865266844823898,1,1.0,1722.6644099553357,92.94926784438526,237.34626687935298,8.074382667274376
164,36.788734203737924,1024,10,7.166427619025905,1.2547300978817397,0,,,,,
165,14.514488502720415,256,12,45.63027478363943,0.566169396915801,0,,,,,
166,51.7651247794619,512,20,43.351874347603164,0.2096911025277227,1,4.0,1192.051460832077,35.53912377142757,160.64606904718065,14.430151584847305
167,26.03900324858679,1024,14,35.05121074518829,0.8429624513420574,0,,,,,
168,19.325925519992712,512,10,31.694970654832293,0.5449864047600349,0,,,,,
169,12.038757077738197,256,27,45.15361241628435,0.5171524541366237,0,,,,,
170,39.544647159412094,1024,31,13.33985807879215,1.923739325155565,1,2.0,721.2165690281385,97.77896050960824,110.10494631279357,8.588922168425649
171,43.87821809211412,512,17,8.553612298587288,1.2709709232588757,1,4.0,1157.0567393492793,33.95777809585137,31.04998803454023,7.7279068484146585
172,10.829391446392808,256,22,15.777957645929215,1.1580690420269821,0,,,,,
173,35.60465291496405,128,7,40.756022541508564,0.8899726966943117,0,,,,,
174,21.324788759896897,256,29,6.560162002691749,0.914994233517274,0,,,,,
175,42.25863952047249,128,9,31.226307578757034,1.1277195072923536,1,2.0,1472.067386144741,99.73083461434206,127.56862321992269,6.135398239932504
176,18.718321450249572,512,13,49.79468822860895,1.4232166333686036,0,,,,,
177,44.546886905123294,1024,10,43.50632422268927,1.434077582745476,0,,,,,
178,29.33676731502687,1024,16,28.465056006961525,0.42621842464035414,1,2.0,657.9965027755833,14.805859285342901,78.00075587225781,11.45777925686537
179,56.836499436836725,512,17,7.863840917898905,1.0502142289455911,0,,,,,
180,16.876047207299663,1024,7,42.41180814735694,0.8827203805647937,0,,,,,
181,27.053317552512926,1024,11,31.954032867974476,1.75400123591183,0,,,,,
182,15.673676062029454,128,8,10.171984867680507,1.299695950314915,1,1.0,710.0187528744109,104.6111265199384,52.84812251908093,7.691130078672189
183,56.23468091392814,512,4,9.223577817051028,1.1117577261903653,0,,,,,
184,53.86696766904905,256,7,45.93320687464666,0.319249820139943,0,,,,,
185,22.89708138575778,128,6,35.11401183221353,1.2507119897144816,0,,,,,
186,42.999202301708955,512,12,42.317905969254,0.3226874207924435,0,,,,,
187,50.86111001006079,128,11,44.55405051270203,0.740692493574929,0,,,,,
188,37.760040579973115,256,4,30.729755842174498,0.3713997331472305,0,,,,,
189,36.48252891780032,256,30,28.285085828976857,1.414939929346301,1,3.0,558.8009891883006,62.40644185733301,151.3657641006462,15.427175935371213
190,22.092614545022585,512,9,24.36923346444456,0.49187901628868996,0,,,,,
191,14.65513839029496,256,12,19.262596450600366,0.8445328090572494,0,,,,,
192,54.860787897666334,128,10,24.55681823864203,1.8017820774756794,0,,,,,
193,55.02090285816652,256,7,39.82458450785704,0.48820112845804353,0,,,,,
194,41.6550728636634,128,16,32.08655439568092,1.0648296215216804,1,3.0,982.1347992616066,39.10182280633013,196.25722779895895,4.302580833867446
195,26.951489552435035,128,20,45.16354804796807,0.8966161562154418,0,,,,,
196,27.460478730633046,256,31,24.952100647063446,0.1344356779868865,0,,,,,
197,46.297783943511966,512,5,32.31903104234393,1.6062404157883443,0,,,,,
198,54.85551299762886,1024,31,33.40883988913949,0.23118722199773947,0,,,,,
199,54.354321213255865,256,8,31.62637230378465,1.0010845398562118,0,,,,,
200,48.99377729288119,128,15,36.61851978884823,1.1652887603840048,0,,,,,
201,42.10158230771439,128,30,15.684506076866283,1.2940102675677154,1,2.0,1544.2412436754798,35.48802379774211,120.32704700160407,14.288561562892399
202,14.206998249752441,256,24,28.05636998956058,1.4084000956849636,1,1.0,488.5891566442096,54.6812142769917,259.4879632026609,7.038520247652087
203,18.081435704730687,512,11,9.690116126375646,0.5812175286931587,0,,,,,
204,54.927709426353964,512,9,22.303009744016563,0.11895967565105381,1,4.0,2285.1971260952946,119.89069228191917,69.18109908465821,11.317747437877253
205,40.321452982979494,128,11,26.9450180879569,1.4745429584743326,0,,,,,
206,10.459852580831482,128,21,34.35009167954626,1.1177475387603992,0,,,,,
207,15.073577143301605,512,6,47.77389736637916,1.6886236360937725,0,,,,,
208,43.17508845540279,1024,25,32.029297994676014,1.660637889511319,0,,,,,
209,10.253079192310935,256,15,38.46172622794519,1.7023197187969779,0,,,,,
210,18.04040257087493,128,29,27.781972677284124,1.0216798539611263,0,,,,,
211,37.436689468329305,128,6,33.53468141193491,0.7338939520900447,0,,,,,
212,44.59475988463466,512,25,8.191949726019804,1.603960584923603,0,,,,,
213,42.59806297513003,256,9,16.447621137883115,0.9574588147555844,0,,,,,
214,21.213465473027988,512,5,21.28338919423124,0.44854017316652556,1,4.0,1015.1887517627824,30.337650245321996,51.82047222142908,7.86352867453143
215,45.6089610673768,256,26,26.262200975293112,1.7244506371668011,0,,,,,
216,21.862454374840002,256,15,7.054193547607268,1.7768637658674598,0,,,,,
217,26.269984907963387,256,5,11.301084389899296,0.9859885366663231,0,,,,,
218,47.32457025590121,128,9,17.45664385060876,0.24382948188859618,0,,,,,
219,42.48164495236073,1024,20,48.71897109054728,0.8368695708421693,1,2.0,904.8034107761853,16.869914621084956,104.66052325113057,15.287067492183526
220,52.4611705247089,512,6,19.910615319637284,1.6267215529789463,0,,,,,
221,42.88064461501717,1024,5,26.691847615043713,1.8133706542378345,0,,,,,
222,38.41543016677358,512,26,13.824397073227683,0.4865982107454321,1,3.0,258.2865725069819,72.27904440264612,43.53262581547512,19.070219684277824
223,14.683738391404624,256,23,32.48510319840957,0.2272498628480159,0,,,,,
224,28.385790152971676,128,11,17.630744698218844,1.7669658609523933,0,,,,,
225,23.260118384086272,1024,25,14.314666029729205,0.839869384059863,0,,,,,
226,22.19948216895418,128,15,28.245768280069058,1.1293458321083703,1,1.0,90.58545372669892,61.18238364062957,205.16584628316528,18.590305250986827
227,58.65052773762228,512,29,5.247760962218937,1.939325042896442,0,,,,,
228,29.65488623333802,128,7,5.34488146921514,0.22647298303702343,0,,,,,
229,54.602327758855665,128,8,14.8580964095836,1.3318042141589814,0,,,,,
230,41.556931299863145,1024,16,6.652461312536952,0.24080030289224744,0,,,,,
231,49.74056517708242,256,18,9.861158935881113,0.8133909640863507,0,,,,,
232,35.13185465525961,128,28,20.24872922024382,1.6272476358675487,0,,,,,
233,38.845194231317954,256,26,41.116355581091575,0.9235972422357054,0,,,,,
234,34.625884690943195,512,19,30.742188951618537,1.9946464724156057,1,3.0,1224.487670583867,65.28257117228034,240.39828022115415,12.918245657449548
235,19.762149389902223,128,13,28.07004766803874,1.162212641398544,1,4.0,836.6338393000245,81.69757301907997,232.75811829543116,10.864375155368633
236,46.12260576307526,1024,28,18.206997044365473,0.7102080900083116,0,,,,,
237,24.03861812204279,512,26,46.92891737447674,0.518211519219031,1,3.0,301.4272721191635,35.72156803512467,185.3535350684764,16.91110866046949
238,11.215798321572692,512,19,22.865676855673627,0.7659890151437074,0,,,,,
239,42.27361479535839,1024,15,8.919174505809718,0.8078132201431465,0,,,,,
240,18.855533970352447,128,20,32.767993225301055,0.23055598767552585,0,,,,,
241,57.02292921764572,128,19,10.122727706447064,0.802190978910869,1,4.0,484.18133581764107,109.72647446914718,45.01737462458083,14.616548164671409
242,57.696428850129365,512,15,20.535041426076145,0.9820531875045273,1,1.0,228.54025310019367,55.10228760406339,120.43960254063346,6.120589941687859
243,55.743219511022424,128,11,27.8335372423014,1.4732017292537287,0,,,,,
244,28.50793501277222,256,23,44.34001361083291,1.347786020971055,1,1.0,1136.408773199301,19.844912441383105,111.09234221972196,16.955626631421005
245,10.772830826443371,1024,6,27.20959611530534,1.446654744935393,0,,,,,
246,56.415928129386266,256,19,36.60164447142489,0.1158909955660285,1,2.0,884.5283384113527,90.36435702440359,252.15356697727452,10.291034619710073
247,31.409207415865716,128,16,49.67675775495817,0.5135680592030185,1,2.0,641.5132755384416,78.95700055105279,490.3036512137262,6.212756219509977
248,58.33274095218348,512,26,10.917010395409173,1.3572001479597273,0,,,,,
249,58.18099885446264,1024,31,17.36291864837838,1.0195797995415194,1,3.0,1433.8593879651705,41.31049128566426,84.84304235497865,7.790554956740372
250,52.650472773368,128,22,22.755923401894087,0.1100956037698573,0,,,,,
251,24.722444603479286,128,11,23.98226803424741,1.6285398206204624,0,,,,,
252,29.254886430096263,512,25,23.49594838694956,1.568338189251641,0,,,,,
253,52.556833575842845,512,8,45.84249511504497,1.141996409687769,0,,,,,
254,25.846100257813884,256,23,37.13146900100854,0.22628031897491702,1,1.0,1051.0692436974832,76.47465326391558,297.89759947276326,7.547959514221819
255,18.474637334304624,1024,11,32.35573463408167,1.5563785941119108,0,,,,,
256,37.840063122917506,1024,27,18.921772303825193,1.2090558166895915,0,,,,,
257,56.80773870803905,512,15,42.07056728995826,1.5857239566001224,1,1.0,1795.6234591691648,30.284124982432342,252.43481851777653,11.826518568258821
258,44.80148983374865,256,4,47.977723016824505,1.5283192855520968,1,2.0,1345.7750867688405,56.1565263241609,145.0124161695844,6.984291541523883
259,38.50305850446825,1024,28,41.953922714760196,1.6257039367198904,0,,,,,
260,14.858824688538427,512,24,5.0704297336162805,1.084215326168787,1,4.0,174.75315892643465,108.4324400492424,33.75841204670073,5.100630285826795
261,40.750361334958484,128,23,33.638061658253314,0.3666165845676785,0,,,,,
262,59.50269250521316,1024,9,7.301092164894532,1.3751991994214083,1,3.0,1494.945262010705,20.356436813486184,32.11746170411261,5.102744460433932
263,17.0042007618262,256,25,16.592324915017482,1.2789001915987441,0,,,,,
264,35.91648261818683,256,21,7.678611515649726,1.5102810556782655,0,,,,,
265,53.86865359639777,256,11,32.170795382722446,0.4227739114963971,0,,,,,
266,47.03843088771022,128,10,35.8965461071673,0.4704528798105495,0,,,,,
267,44.8507870497634,1024,4,10.15194371296573,1.791778082716724,0,,,,,
268,45.12420419935546,1024,24,22.27274973702408,1.5249578170589344,0,,,,,
269,27.97455756098776,128,19,25.53064290299939,1.8256341285306135,0,,,,,
270,24.67959221322467,1024,15,21.607385979241247,1.5415591102114492,1,3.0,864.5321044597326,49.47009174855813,49.16167919030784,12.915695351364642
271,50.46805777392568,128,9,10.446125021833687,1.2345950813815736,0,,,,,
272,50.50566973395904,128,23,23.852650558436395,1.34285220035296,0,,,,,
273,53.35361592900519,128,5,38.803012151378816,1.7893430554860188,0,,,,,
274,55.66202762782356,256,17,8.195344903996496,1.199732833572687,0,,,,,
275,35.56711994304689,1024,7,8.608100633685655,1.301543516223936,1,2.0,1663.1765020239895,99.43137884283993,60.94051336475061,15.490907910439436
276,35.07581473435998,128,4,20.96470813261929,0.39730576040684107,1,1.0,387.01116008553953,116.49145343171048,185.98754433930185,8.466061150251793
277,49.91475894833876,1024,26,47.37765702285163,1.000450318220595,0,,,,,
278,42.49819653888826,256,21,35.08576910253113,1.461154512720388,0,,,,,
279,45.098343862885166,128,16,35.540148050265415,0.6147911268010943,1,2.0,80.08609089104034,57.20150568850653,169.10564457154703,3.58906206683829
280,49.789633471805054,512,5,21.286399587703922,0.48428294299661634,0,,,,,
281,54.50026709087832,256,12,31.71473560438423,0.6962709356263895,1,2.0,252.47142966933853,63.304956316484954,162.4544319081403,5.162823077929183
282,26.89975784257679,512,24,5.455903281248452,0.5588511931863835,0,,,,,
283,28.7791476319972,1024,5,33.6243220884294,0.508334010369152,1,2.0,556.6511040885501,70.79977560513352,306.9286446237704,18.54980752572997
284,14.69909699204345,1024,30,46.09791264093065,0.9072166014493651,0,,,,,
285,38.914007049808696,256,28,32.56580607551686,1.8248931763787146,0,,,,,
286,11.797113689837104,1024,12,44.316436705985524,1.0634133288035648,1,2.0,475.4101289934848,112.22003628787674,377.0828212601824,11.3902422130207
287,33.279900906623006,512,4,37.57878749597422,0.45704872354911374,0,,,,,
288,37.13223173537883,128,14,10.42512873816606,0.24624617182366074,0,,,,,
289,24.32706260641422,128,6,45.61039882786288,1.4226966757620578,0,,,,,
290,39.541663028450536,128,23,7.98997299600987,0.8273176524291368,0,,,,,
291,11.52501249695247,256,26,29.02853626464937,1.6614787985121826,0,,,,,
292,11.86740943746072,1024,29,11.396170570705594,1.3530704604174633,0,,,,,
293,51.13002803298291,512,7,5.526797482890683,1.6128587560286,0,,,,,
294,28.009532070563143,1024,21,23.991541705743757,0.6166974748950526,0,,,,,
295,16.35302563259424,1024,26,18.27683184443703,1.4154819526760103,1,4.0,65.17761811276267,103.69378096235843,141.09024395096438,10.71073776345797
296,36.11216300274022,1024,9,26.870022220892135,0.6017177709180657,0,,,,,
297,48.499677654930544,128,6,30.973994903054788,1.884230110955554,0,,,,,
298,20.79105137484216,512,25,6.968258253902631,1.3091111349134112,0,,,,,
299,41.14452379095001,512,14,10.535148280568553,0.7165724203331499,0,,,,,
300,14.2673732496884,1024,18,30.13890784026914,0.612072538355318,0,,,,,
301,12.584086058430385,128,25,20.44253089276962,0.46276051163612264,0,,,,,
302,36.5677315784074,128,31,37.81280693972516,1.4198178218980828,0,,,,,
303,37.031756080505325,512,8,34.35312418663729,0.5155596646960618,0,,,,,
